Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Customer,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/31/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"On XXXX/XXXX/2015, PNC Bank accessed my XXXX personal credit report. PNC had no permissible purpose to access my report. I have no business relationship with PNC. I have never applied for an account with PNC, or otherwise had contact with PNC. I do not believe this to be an issue related to identity theft. I believe PNC knowingly and willfully accessed my report improperly for the purpose of offering me credit, and did so without my permission. I wrote to PNC seeking an explanation for their impermissible viewing of my credit report. PNC did not reply to my inquiry.",None,PNC Bank N.A.,NC,275XX,None,Consent provided,Web,01/31/16,Closed with explanation,Yes,No,1765721
5/2/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I had an issue with US Bank adding my wife name to my checking and savings accounts with either of us requesting this. We XXXX prefer to keep our financial lives separate. We made numerous attempts to have this correct, over a period of about 1 year, but with no success. Eventually I went to the XXXX as a last resort, which led to US Bancorp admitting that they made a mistake, and correcting it. As I had been promised resolution on a previous occasion, and it had n't materialized, I told US Bancorp that I wanted to wait until I received my next statement to confirm that the address error had been corrected. However, US Bancorp were in a great hurry to have the case confirmed as resolved with the XXXX. So they sent both the the XXXX and myself electronic and paper copies of my most recent bank statements, which of course included a great deal of personal information including balances, transactions, credit card information, health insurance provider, etc. At no time did I give US Bancorp permission to share this detailed personal information with a third party. I therefore wrote to US Bancorp, informing them that I was very unhappy with the way they had treated my confidential, personal information. Their written response was completely unapologetic. I would like both an apology, and a reassurance that US Bancorp will never again share my personal financial information with a third party without my permission, unless they are legally obliged to do so. I would also like a reassurance that they will not treat other customers in this way.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NV,891XX,None,Consent provided,Web,5/5/16,Closed with explanation,Yes,No,1905303
7/5/16,Bank account or service,Checking account,"Account opening, closing, or management",None,I am an American citizen living abroad. US Bank unilaterally closed my account and sent me a regular letter dated XXXX/XXXX/2016 that arrived in XXXX after the date of closure XXXX/XXXX/2016. I was told that the account was closed because my primary residence was outside the XXXX. No provision was made for outstanding credit card payments or loan repayments. The bank check of my funds could not be mailed outside the US. They refused to reinstate the account until another solution could be found or other arrangements be made for the payments coming out of the account. At no time was my account in overdraft. They accepted an online check deposit 2 weeks earlier. They had my email and phone but made no attempt to contact me earlier.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,None,None,None,Consent provided,Web,7/5/16,Closed with explanation,Yes,No,1998861
6/5/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"Product : Financial support services Sub-product : financial support, control and access Issue : violation of fiduciary responsibility laws Sub-issue : misappropriation of customer 's funds Consumer complaint narrative : I 'd been a USAA customer for 49 years, with XXXX checking accounts ( XXXX ), a savings account, XXXX investment accounts, car and home insurance and a trusteeship. USAA correctly ID 'd an attempted fraud against my credit card on XXXX XXXX, 2016, then shut me out of access to ALL of my accounts so that I could access NOTHING and, with their closed communication system I could only send letters to the USAA CEO ( XXXX, to date, which I can produce copies of ). I still received non-response emails notices of deposits and pre-programmed ( "" bill pay '' ) payments from the only checking account remaining at USAA ( set up in response to my first special delivery letter to the USAA CEO ). However, when I opened accounts with a new bank in self defense and attempted to duplicate my "" bill pay '' list that I had with USAA, I could not access my USAA "" bill pay '' accounts to close them or to make any other changes. As a result, I could not even monitor my USAA credit card account ( which has most likely negatively affected my credit score ) and pre-programmed "" bill pay '' duplicate payments were sent from USAA to my creditors, including a $ XXXX payment to a home ex-mortgagee, on XXXX/XXXX/2016, after I had obtained a VA Refi and that mortgagee had been paid off ( below ). Repeated attempts to communicate by telephone generally resulted "" someone will call you in 24 to 48 hours. '' The ONLY time that call-back happened, it was another pass-the-buck situation with the usual "" someone will call you in 24 to 48 hours. '' Each time I called since XXXX XXXX, however, I had to re-justify myself with a new 20-question "" security '' quiz and, though I get email messages that I have a USAA email, it is within their closed system to which I no longer have access. THIS is NOT the kind of caring service I had previously experienced with USAA and I 'm surprised at the number of "" Account opening, closing, or management '' and related complaints I see against USAA in this database just since XXXX XXXX!!! ==================================================================== This is a prime example of USAA 's misappropriation of funds - Your payment to XXXX has been sent XXXX sent it to me on XXXX XXXX, 2016, XXXX From : XXXX Format : To : XXXX Your payment to XXXX has been sent View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE To : XXXX, USAA # ending in : XXXX Dear XXXX, The following payment has been sent : Biller : XXXX Account Number : XXXX Payment Amount : {$1000.00} Date Debited From Your Account : XXXX/XXXX/2016 Date Sent to Biller : XXXX/XXXX/2016 Estimated Date Posted by Biller : XXXX/XXXX/2016 XXXX has not supplied posting information for this payment. The posted date above is an estimate based on our past experience with XXXX. *Note : If the word Draft appears as the date the payment was debited from your account, we could not send your biller an electronic payment and sent a paper check instead. Your account will be debited after the biller deposits the check and it is paid by your financial institution. To stop receiving reminders like this, access USAA Web BillPay and change your reminder settings for this biller. If you have questions about this bill, please contact XXXX directly. For all other questions, logon on to usaa.com, and select Pay Bills. ( NONE OF WHICH IS POSSIBLE, because of USAA 's Shut-out of my accounts!! )",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,OR,None,Older American,Consent provided,Web,6/5/16,Closed with monetary relief,Yes,No,1955080
09/17/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"PNC Bank in XXXX 2015 offered online a {$300.00} incentive for transferring banking accounts to their bank. I inquired about requirements and was told if I opened the accounts and arranged online bill pay that I would qualify for the {$300.00} payment. It was never paid. I inquired several times online and got no response. When I inquired in person I was told I would receive payment on XXXX/XXXX/15. On my next inquiry XXXX/XXXX/15 I was told that the small print required that I also set up automatic paycheck deposit on the account. This is the opposite of what I was told in XXXX when I opened the account. I specifically asked about the automatic deposit and was told it was not required as long as I had an automatic online payment that went through XXXX bill pay cycles. When I asked to close my accounts since I did n't qualify for the incentive, they told me there would be a fee charged for closing the account in less than 6 months. I believe this is a case of deceptive sales practice.",None,PNC Bank N.A.,MD,209XX,Older American,Consent provided,Web,09/17/15,Closed with explanation,Yes,No,1569380
03/19/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"On XXXX/XXXX/2015, I closed my bank account in person at the XXXX, IL location for Fifth Third Bank. 5/3 re-opened this account and proceeded to charge me upwards of {$900.00} in NSF fees, although I had closed the account in person. Any transactions that had come through were unauthorized and/or fraud. 5/3 failed to notify me by letter, phone call, or provided me with any statements indicating the account was overdrawn. In fact, they had blocked my online banking user id, so I was never even able to look at the account again after it was closed.",None,FIFTH THIRD FINANCIAL CORPORATION,IL,605XX,None,Consent provided,Web,03/19/16,Closed with explanation,Yes,No,1840390
11/2/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"First, I will NEVER use Fifth Third Bank for any service again nor will I allow anyone I know to even consider dealing with these loose and inept customer service phone associates. They gave me several conflicting reports and answers re : the payout and closing of my car loan. In addition they gave out conflicting and erroneous info about the faxing of a letter of satisfaction and a copy of my title. Its obvious that this ineptitude starts at the top and filters down to the rank and file personnel. They continuously left me on hold for 15 minutes to look for a Supervisor. They lied about what they could do and refused to facilitate my reasonable requests five days after the loan was posted as paid out entirely. Never Again - what an incompetent group of people handling loans no less - SHAME!",None,FIFTH THIRD FINANCIAL CORPORATION,VA,238XX,Servicemember,Consent provided,Web,11/2/16,Closed with explanation,Yes,No,2192078
10/7/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I was a victim of identity theft ; my SSN, drivers license, and checks were stolen and used to write checks and open/apply for credit cards. In 2012, I moved back to XXXX from the XXXX, IL area. I had assistance from a local moving company. Upon arriving in XXXX, I noticed that there were some personal items missing including my social security card, drivers license, state ID, a box of checks, and XXXX credit cards ( I always safeguard these items in one of my dresser drawers, and they were missing ). About a month later, I realized that my account was negative and there was a {$500000.00} hold. When I spoke to a rep at Fifth Third Bank, they informed me that there were a few checks written out that were cashed for roughly $ XXXX-XXXX. I advised them that this is fraud, to not honor the checks, and to close the account ; I did not want to have checking accounts at a bank that the fraudsters knew I was associated with. I contacted the credit bureaus and placed fraud alerts on my credit report, and also contacted XXXX XXXX and XXXX XXXX ( XXXX cards were used fraudulently around that time as well ). I recently ordered a XXXX report and noticed that Fifth Third is still listed along with the reason for account closure : suspected electronic fraud. I contacted XXXX to have the item removed, but was sent a letter roughly 2 months later stating that Fifth Third said everything is valid ; Fifth Third has no right to tell me that everything is valid, when I have told them multiple times that it is not. I was a victim of identity theft and the person that cashed my check needs to be held accountable, not the victim ( myself ).",None,FIFTH THIRD FINANCIAL CORPORATION,IL,606XX,None,Consent provided,Web,10/7/16,Closed with explanation,Yes,No,2152145
03/13/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I had an account with Fifth Third Bank. I had an alert sent to me on when a payment was due. I closed the account yet they continue to send me the alerts on the payment due. I have talked to multiple people at Fifth Third, spending hours on the phone, and asked them to stop these emails, and they have not stopped. The emails do NOT contain an unsubscribe option ( is n't that a violation of the CAN SPAMM act?? )",None,FIFTH THIRD FINANCIAL CORPORATION,IL,601XX,None,Consent provided,Web,03/13/16,Closed with explanation,No,No,1829763
11/14/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"After several mishaps by TD bank and it 's retail subsidiaries including sending statements to the wrong address and charging fees on no fee accounts, my husband and I chose to close our accounts. So, on XXXX/XXXX/2016, we then went to the local TD branch ( XXXX and XXXX, XXXX, PA ) in person. Our expressed purpose that day was to close our joint checking and moneyline accounts. This was clearly, and explicitly, communicated to the representative we spoke to. As part of this process, we had a balance on the monelyline account which we paid via check from our new account a copy of which we have to prove the date of our visit. Despite having done so 8 days later I went online to make sure the account was closed to find that it was still open and that a transaction had occurred again resulting in fees since the account had a XXXX balance. The mishap with the retail account resulted in a negative inpact on my credit score which prior had been spotless for 15 years",None,TD BANK US HOLDING COMPANY,PA,None,None,Consent provided,Web,11/14/16,Closed with monetary relief,Yes,No,2206918
7/9/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I closed my account in person at the XXXX, NJ TD bank branch months ago. Then a month later I received a statement in the mail showing I had a negative balance for account # XXXX. I called and spoke with a representative and they assured me they fixed the error and I would not receive anymore such statements. Today I received another statement for this account showing a negative balance of XXXX dollars due to maintenance fees on an account that was supposed to be closed! I do n't know what else to do!",None,TD BANK US HOLDING COMPANY,PA,None,None,Consent provided,Web,7/9/16,Closed with non-monetary relief,Yes,No,2005035
6/10/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Back in 2013 my account was closed by your company. I was not given a good reason but I expect that is was due to the chargebacks. In 2013 I had my identity stolen and majority of my card numbers compromised. This was a nightmare for years to follow. I had to file police reports, have a notorized copy of FTC, and have my credit report frozen. Since then my accounts have had no more fraud, my credit still remains frozen because i am scared of unfreezing it. Now Chase treats me like a victim and will not allow me to have an account. They simple state that we do n't have to let anyone open an account if we do n't what to for any reason. This is not right!!! I did not do anything wrong and once more I am the victim. Please have someone help me. They are required to give me a satisfactory answer!! THis is not right and everyone at the exceutive office wont help me!",None,JPMORGAN CHASE & CO.,CA,958XX,None,Consent provided,Web,6/10/16,Closed with explanation,Yes,Yes,1963910
10/12/16,Bank account or service,Checking account,"Account opening, closing, or management",None,I want to a chase branch to open a bank account for myself the lady started to open the account she ask me did I ever had a account with chase before I said no. She told me there was a account in my name in that account was abuse that someone deposit bad check in my name I told her no I do n't do that so she told me I can never open a bank with chase again so I would like this to be investigated I was a victim of identity theft before so I want to my local police department to file a police report.,None,JPMORGAN CHASE & CO.,CA,926XX,None,Consent provided,Web,10/12/16,Closed with explanation,Yes,No,2154156
12/27/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"On XXXX/XXXX/XXXX I contacted Chase Bank and inquired about the status of my accounts. Upon being transferred to a XXXX at Chase Bank Card Services, I was informed that my accounts where closed because I was not using that account as intended. When I asked to elaborate, her reply was that my account was closed because I have added and removed authorized users and that Chase assumed that because of this I was not using the account as intend. I asked her how and who assumed this? She would not give further information and just stated that I will receive a letter in the mail. I asked her how can they just close my accounts when in fact I have had these account sine XXXX and never had a issue? I informed her that I was following the instructions given to me when I called in the past. As matter of a fact they said that I can have as many authorized users as I want. Even when I explained this she plainly fail to regard me and just blew off as if that 's it and moved on. Chase never gave me instructions and ways of how to use the authorzied user program. They just said that I could add and remove as many as I want. I requested to speak to a supervisor and she refused to transfer me and stated that there was n't any supervisor on the floor. That I will get a call from them. I instructed her that I was filing a complaint with the CFPB and that I was reporting the ill action.",None,JPMORGAN CHASE & CO.,FL,331XX,None,Consent provided,Web,12/27/16,Closed with explanation,Yes,Yes,2265067
03/14/17,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"Hello, We started a personal property claim with USAA for our laptops back on XXXX XXXX, 2017. SInce we are in XXXX, the XXXX claims office handle our dispute. Also, back on in XXXX XXXX I had a claim on two previous laptops which were settled with no problem. Now, XXXX XXXX was our claims adjuster. She was very brief and got back to us as soon as possible. I submitted everything showing the cause ( dropped, even though a power surge failure was listed ) she asked and then informed be itll be 5-7 business days for review. Well, that passed up and I began to get concerned. I called to speak with a manager, XXXX, whom was very helpful.She mentioned that someone ( I assumed our claim adjuster since that was the only person who we were communicating with ) was supposed to call and inform us that they needed to get a recorded statement from me, XXXX XXXX. That was handled within the same day. What frustrated me was that XXXX did not relate that information to me, as we literally spoke that day in regards to the claim then I had to ask for her manager. During the recorded statement, she asked why would I have 4 laptops? Well, convenience in our case especially for different purposes. I insinuated that there was some judgement within that. However, once we finished she informed me that it 'll be forwarded to our stateside office since thats who requested it. Into week 3, I recieved an initial contact from XXXX who was the special investigator who I assumed was the one who requested the recorded statement. Furthermore, I returned XXXX phone call 2 days in a row in which he did contact me the third day stating that he has training all that week and would get back to me once he return. Now, it has been 3 1/2 going on 4 weeks. FINALLY, I speak to him and he asks for a recorded statement. WOW!! seriously, so I mentioned ( several times ) that I had already did one with XXXX from the XXXX office here in XXXX. Well, we could never really get a good time to talk over the phone and he insisted that my husband, the policy holder, XXXX should be present. Which is/was very difficult with the time zone difference and being that my husband is military. After a few attempts, XXXX informed me that he 'll have one of their colleagues to assist whom is XXXX Who is here in XXXX. At this time a month has past, I submitted all of my paperwork requested, consistent run arounds, lack of communication so on so forth. I spoke with XXXX and we agreed upon a date to meet which was too soon for him being that he has other clients. I expressed my frustration with the claim and he began to get very disrespectful after I informed who that we could possibly do a phone interview ( to speed things up ). He insisted that he HAD to meet with my husband and a phone interview was not permitted. Okay, so I suggested Monday and that XXXX was initiating telephone contact but as stated above it was hard to negotiate time. Once XXXX became disrespectful ( keep in mind, I am emailing back and forth at work ) He calls my cell phone and then emails me threatening to contact my husband 's chain of command and to end the dispute due to me not giving him my husband 's cell phone number. My thing is, you can not insist that I insulted you because I expressed the inconsistencies with this claim which is quite frustrating. Overall, it is not professional to communicate threats in defense of insulted feelings, in the end, we are the customers and XXXX actions were highly unprofessional. I found out that he was a fraud investigator which threw me completely off. I did n't understand how a fraud specialist end up in the mix as this has never happened in the previous claims. The whole process was confusing, misleading, and lack of communication, discrimination as well.",Company can't verify or dispute the facts in the complaint,UNITED SERVICES AUTOMOBILE ASSOCIATION,AE,9114,Servicemember,Consent provided,Web,03/14/17,Closed with explanation,Yes,No,2386087
10/28/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I opened an account XXXX XXXX and due to inactivity and Bank charges, my account was overdrawn. I did not realize until it was reported to ChexSystems. I have made payment to offset the over due charges and the Bank acknowledged the payment. However, ChekSystem is reporting the followingChexsystem Records : Account Abuse, Delinquent/derogatory behavior, NSF Activity, Fraud, or ClosureUnpaid/Outstanding money owed to a different financial institutionThis has caused denial of membership at a Credit Union ( XXXX XXXX XXXX ). I have reached out to Chexsystems 2 months ago but the information is still not updated.",Company chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",CA,945XX,None,Consent provided,Web,10/28/15,Closed with explanation,Yes,No,1628298
10/16/15,Bank account or service,Savings account,"Account opening, closing, or management",None,"Received letter for my mother, who is now XXXX and XXXX, that CapitalOne360 had an account in her name about to be turned over to the State of New Jersey. I am Power of Attorney and have sent Capital One the forms and notarized signature, authorizing me to assume control. My problem is that CapitalOne says I need to talk to the Security Team before I am authorized. Am happy to do this, but they do not answer their phone, they do not call me back. Contacted a manager, XXXX, in Customer Service, and he said he would try to connect me to them. But to no avail. Been on hold with him for 15 minutes now. He finally came back and said he can not get hold of his Security team now to talk with me. I made XXXX simple requests : The Security Team call me and for them to mail an account statement to my mother at her address on record. XXXX basically said he could not guarantee either. Just that he would "" make the request ''. I give up. I can not spend an inordinate amount of time while CapitalOne holds the account hostage. Help?",None,CAPITAL ONE FINANCIAL CORPORATION,NJ,None,None,Consent provided,Web,10/16/15,Closed with explanation,Yes,No,1611245
07/18/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Hello, I have signed up for a Citibank promotion to recieve XXXX XXXX miles for opening a Citigold account and fulfill their requirements. After doing so and receiving confirmation twice from Citibank, they refused to honor their promotion and I have not received my promotional miles. This is false advertising and dishonorable practice to the consumer who legally fulfilled everything they asked. I have documentation of everything.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",IL,605XX,None,Consent provided,Web,07/18/16,Closed with non-monetary relief,Yes,No,2016057
6/8/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I applied for a citigold checking account in XXXX with a XXXX XXXX XXXX miles promotion. I have sent several emails to get these miles posted within XXXX months ( XXXX XXXX ). Now it has been over a month since the miles should have been posted to the account. Citi is still taking out a {$30.00} fee every month for maintenance which I would like back as there has been no "" service or maintenance '' provided other than secure messages telling me to wait longer. Attached are several XXXX screen shots.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,432XX,None,Consent provided,Web,6/8/16,Closed with non-monetary relief,Yes,No,1959854
06/25/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"On XXXX/XXXX/XXXX, I opened a citibank citigold checking account under a promotion code XXXX which offers XXXX AAdvantage ( R ) bonus miles. Before I opened the citigold checking account, My husband had a online chat with customer service representative XXXX on XXXX/XXXX/XXXX. We were confirmed by XXXX that "" This promotion is for all existing credit card members who do not have a consumer Citi checking account. '' "" Here are the Required Behaviors to earn XXXX XXXX Miles. Open a new Regular Checking account in the Citigold Account Package by XXXX/XXXX/XXXX. Within 60 days after account opening : complete Qualifying Debit Card Purchases of {$1000.00} using the Citibank Debit Card which must be posted to the new checking account. And 1 qualifying bill payment must be posted to the new checking account each month for two consecutive calendar months. '' I never had citigold checking account before and I have citibank credit card. I meet all the promotion requirements so I opened citigold account on XXXX/XXXX/XXXX. After I opened citigold checking account, I met all the requirements. On XXXX/XXXX/XXXX, I got confirmed written secure message that "" Yes, as of XXXX/XXXX/XXXX, you did meet the final transaction for your offer. These XXXX bonus miles will be credited 90 days from your ending statement period. This is no later than XX/XX/XXXX. XXXX XXXX, I am glad I was able to confirm your miles to be credited to you. "". I did n't receive XXXX american airline bonus on XX/XX/XXXX and sent an secure message to ask why on XXXX/XXXX/XXXX. I was very surprised to be told I was not targeted for the promotion. We were clearly told by citibank customer service representative XXXX that "" This promotion is for all existing credit card members who do not have a consumer Citi checking account. '' on XXXX/XXXX/XXXX. Also I was confirmed via secure message that "" I did meet the final transaction for your offer. These XXXX bonus miles will be credited 90 days from your ending statement period. This is no later than XX/XX/XXXX. "". I have everything in writing. Since XXXX/XXXX/XXXX, I have asked citibank many times about the status of XXXX XXXX bonus miles. As of today ( XXXX/XXXX/XXXX ), citibank is still not honor what they promised. I feel it is not fair.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",VA,230XX,None,Consent provided,Web,06/28/16,Closed with non-monetary relief,Yes,No,1985131
10/31/15,Bank account or service,Checking account,"Account opening, closing, or management",None,I would like to file arbitration against Scottrade. Scottrade has refused to provide me with a copy of the arbitration agreement. Can you please provide a copy of the arbitration contract.,None,SCOTTRADE BANK,CA,959XX,None,Consent provided,Web,10/31/15,Closed,Yes,Yes,1633165
08/22/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Paypal closed my account and is holding the funds for past 4 months. There has been no update what so ever and no one from paypal has got in contacted with me with details on why the money is still with them despite the account being closed 4 months back.,Company believes it acted appropriately as authorized by contract or law,"Paypal Holdings, Inc",CA,940XX,None,Consent provided,Web,08/23/15,Closed with explanation,Yes,No,1531657
05/24/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I received a fraudulent check, one of those scam checks, for my car over 7 years ago. Once that check did n't clear and was returned, I thought the money was taken out of my account. I submitted a police report of the fraud and have not received a letter explaining the debt owed since it first occurred. Now, I am trying to open a business account at same bank and they are saying I owe the money from that transaction, without providing me with any letters that were n't sent to me or evidence of the transaction. I keep getting transferred to different departments with no one being able to give me an explanation beyond, "" you owe that debt ''. I believed this debt was taken care of 7 years ago but now it 's come back to haunt me. What can I do in this situation? Is n't there a statue of limitations? I know for a fact the bank did not keep this relatively small debt on their books all these years, so why do I have to pay it when I do n't even think it 's valid?",None,PNC Bank N.A.,OH,432XX,None,Consent provided,Web,05/24/16,Closed with explanation,Yes,Yes,1939789
09/20/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I was told that my checking account at US Bank was going to be closed. Apparently because I had asked questions and supposedly made a teller cry, my account was being closed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NE,68501,None,Consent provided,Web,09/20/16,Closed with explanation,Yes,No,2121008
4/3/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Santander makes it impossible to close a bank account with them. I attempted to close my bank account by sending an email to Santander requesting my account to be closed, however they stated that they can not do this via email and would have to call. I then called them on their banking phone number and they told me that the "" Bank Account Closing Department '' was closed, despite it listed as being open 7 days a week on their website here : XXXX Not closing my account after repeated requests is a violation of consumer protection laws, and I am now demanding that Santander close my account, unless they want to be taken to court for willful negligence. This is the worst experience that i 've ever had with a banking institution, and with these practices, I do n't see how they have n't been sued already.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",NJ,079XX,None,Consent provided,Web,4/3/16,Closed with explanation,Yes,No,1861497
06/24/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"On XXXX XXXX 2016, about a month ago, a friend of mine and I went to an estate sale. We purchased a file folder case that contained some miscellaneous papers and also had some XXXX money in it. We took the money to Wells Fargo to see if it had any value. They looked it up and said, "" This ca n't be right, can you come back tomorrow with the money when we can verify for sure that it is correct ''. So we brought the XXXX bills in the following morning and met with the bank manager and two ( 2 ) other bank employees. After consulting with others on the phone and amongst themselves, they came back and informed me that the money was real and had a value of {$9200.00}. I asked them to please double check and make sure that it was indeed that valuable. I explained to them that I did not want to find out later that it was a mistake. They informed me that they had indeed double checked and actually had triple checked that the money was real and had value. They deposited the amount to my account on XXXX XXXX, 2016. Now after three and a half weeks Wells Fargo contacted me this and told me that the XXXX money I gave them have been taken out of circulation. They now are demanding that the money be returned to them. In no way did I misrepresent the acquisition of the money or its value. I did not fraudulently represent anything about this situation. Wells Fargo is a very large bank that has branches all over the world. Wells Fargo is the self proclaimed money experts, so who better to take the money to. Even before I went in to the bank, I contacted them by phone to verify that they did currency exchanges, which they did. On XXXX XXXX, 2016, Wells Fargo took out the {$9200.00} from my account leaving my account overdrawn by {$1000.00}. I got a call today from Wells Fargo asking me to pay the overdrawn amount today. They already took every XXXX in my account and now they want me to pay more to cover their own mistake. We have made decisions of how to spend this money based on it being ours. We put money towards the escrow for a land we 're hoping to buy. And because of Wells Fargo 's wrong doing we may lose the escrow money and the land. I do n't get the privilege of going back and undoing all my mistakes. Do I have to let them?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CO,None,None,Consent provided,Web,06/24/16,Closed with non-monetary relief,Yes,No,1984637
9/12/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"On XXXX XXXX, 2016, I received 4 emails from Wells Fargo Bank, welcoming and thanking me for opening ( 1 ) Wells Fargo Everyday checking account, ( 2 ) Wells Fargo Way2Save savings account and ( 3 ) Platinum Debit card. I also received a thank you for registering to Wells Fargo Online. The problem is I no longer have any WFB account of any kind at the time. I previously held a {$80000.00} credit card which I had cancelled. I also previously had one of my XXXX accounts with WFB which I had since rolled-over to another bank. I can not get a straight answer or explanation from WFB about these emails. I am afraid that I may be a victim of identity theft or other financial fraud. I am attaching a couple of these emails. Sincerely, XXXX XXXX XXXXXXXXXXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,913XX,None,Consent provided,Web,9/12/16,Closed with explanation,No,No,2107903
1/11/17,Bank account or service,Checking account,"Account opening, closing, or management",None,XX/XX/2016 I closed XXXX of my Wells Fargo accounts. XXXX closed without issue and I had a pending charge on XXXX so I had to wait for it to clear before I could close it. The charge went through and I called back and closed the account. I assumed that was the end of it. Several months later I received a collections notice for {$210.00} from Wells Fargo for the account. I called Wells Fargo and they told me to file a claim and they would look into getting it reversed. 3 weeks later I received an email saying that I should consider the matter closed. I figured that was the end of it then I received yet another collection notice from Wells Fargo for {$210.00}. There was a charge from XXXX that was auto pay and I had forgotten about it. Once I got the collection notice I cancelled my membership to XXXX and I was told over and over by the people at Wells Fargo Customer Service that they would just reverse the fees and call it even. I assumed that was what they were going to do but they are coming after me to {$210.00} worth of fees for an account I was under the impression was closed XX/XX/2016. I am being told by WF Customer Service now that they ca n't do anything and that I will just have to pay it.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MO,640XX,None,Consent provided,Web,1/11/17,Closed with explanation,Yes,No,2284756
12/31/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I work for a commercial cleaning company. Part of my job is to deposit checks into the companies business account and write checks to pay some of the employees. I was added to the companies business account as a signer so I can do my job. One day I go to make a deposit into the account and the teller at Chase Bank tells me that the account is restricted. I then ask to speak to one of the business banker to see what 's going on. The business banker did nothing at all to help. All she said was call the XXXX number on the back of the card. Just poor customer service. I called the number to see why the account is restricted. The Chase representative I spoke to told me that Chase can close any account at any time with no explanation or legitimate reason. When we escalate our complaint to Chase 's executive office, they tell us that Chase does n't want me as customer and in order to keep the account open the company I work for must remove me from the account. Chase openly engages is discriminatory business practices. I did nothing wrong to deserve this kind of treatment. One week after Chase mailed me checks for the business and a debit card, someone else at Chase decided to close down the account if I am not removed as a signer. Maybe they do n't like my XXXX name. They wo n't provide any of us with a reason why they are closing the account. All we were told was that no reason or explanation has to be given and that they can close any account anytime they want. Total abuse of power.",None,JPMORGAN CHASE & CO.,NV,890XX,None,Consent provided,Web,12/31/15,Closed with explanation,Yes,No,1723422
05/13/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"My bank asked me to apply for a bank credit card, I was turned down, they showed me a screen shot that had accounts in good standing reported as derogatory that have never been late and in good standing. They told me if I could get a copy of my credit report to show that these accounts were in fact in good standing they would reverse their decision. I got a new credit report for myself and one sent to the bank and showed them in plain english and directly on the credit report that these accounts were in fact in good standing and not derogatory. They then told me that does n't matter they have to go by the original decision even though there information was inaccurate and did n't reflect what the actual credit report read.",None,KEYCORP,OH,458XX,None,Consent provided,Web,05/13/16,Closed with explanation,Yes,No,1925569
