Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Customer,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
02/25/17,Bank account or service,Checking account,"Account opening, closing, or management",None,"On XX/XX/2017, I was suppose to receive payment for services rendered from my place of work. I attempted to check my account and to my surprise, I was locked out. I then called BoA ( Bank of America ) and spoke with customer service. I was n't satisfied with the outcome of my call as it was a complete waste of time because I was completely disregarded- I was on the phone for 5 hours trying to resolve the matter but accomplished no progress or answers. I then went to the Branch in XXXX, Maryland and spoke with a Manager ( XXXX XXXX ) whom i have a good relationship with and he informed me he would release my funds and allow me the funds regularly deposited every two weeks according to my pay history and take care of the matter. I expressed that I use my account to provide for myself, wife, and XXXX children but am unable to because I currently have no money to draw from. I am under the impression that no one cares about my financial hardship ; I sensed a nonchalant attitude from each member with no sense of time and understanding of my urgent situation. I have been banking with the company for 10 years where I was able to build an outstanding relationship therein up until this point and am furthermore surprised at the outcome thus far. I have nothing to show for my valued hard work deposited and am completely uninformed as to why or what is going on- this is unfair and I deserve answers.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",DC,200XX,None,Consent provided,Web,02/25/17,Closed with explanation,Yes,No,2361122
08/13/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Hi, I just opened an account with bank of america about one month ago. I had my first direct deposit come in two weeks ago. My second one just posted yesterday XX/XX/2016. I went to use my debit card and it said unauthorized usage. I called in to check and they said my account was in the process of being closed. Without any notice or anything. I had no money to pay bills or provide for my kids because I was looking forward to my money. They told me my money would be on hold until the account is closed. I do not see how can they hold my money and I 'm showing a balance of XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,314XX,Servicemember,Consent provided,Web,08/16/16,Closed with explanation,Yes,No,2062310
8/3/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I opened a account with bank of america over 8 years ago and at the time was told that i will not have any maintenance fees on my account, than in XXXX they started charging a {$12.00} maintenance fee without warning or being told that at all. when i contacted them they said it is because i did not fill the waiver requirements, which i never have, not before XXXX either.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,112XX,None,Consent provided,Web,8/3/16,Closed with monetary relief,Yes,No,2045478
04/19/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I received an email offer from Bank of America on XXXX XXXX, 2015 offering a {$300.00} bonus for signing up for a checking account and having $ XXXX of payroll direct deposit within 3 months. I met those requirements and never received the bonus. It has now been over 6 months and still no bonus. I have called Bank of America customer service at least 10 times. I 've talked to multiple supervisors who have to check with their promo dept to look into the matter and to the best of my knowledge they are having trouble finding me in their database of customers who received this offer. This has been going on for 6-8 weeks. No one seems to really want to address my issue. I 've offered to forward the email and provide any other info to prove to them that I received the offer email from them but instead they give me another date and put me off for 2 more weeks while they escalate my issue. I have done everything I can think of to solve this on my own but have run out of options. At one point someone at BofA suggested I go to a local branch and have them fax a copy of the printed email I received which I was willing to do except for there are no branches within XXXX miles of where I live. This is fraud. They 've offered me something, I meet all the requirements, and then BofA requires me to spend 25+ hours of my time on the phone with them fighting for the bonus.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",UT,None,None,Consent provided,Web,04/19/16,Closed with monetary relief,Yes,No,1886185
6/4/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I did owe Bank of americ {$52.00} and paid it on XXXX/XXXX/15. This of course was reported to XXXX and was told that it would state 'piad ' within XXXX days. To this date, it has not been updated to say 'paid ' ( not removed, just paid ) and I am unable to get XXXX to acknowledge the receipt or the bank to make the correction",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,300XX,None,Consent provided,Web,6/4/15,Closed with non-monetary relief,Yes,Yes,1406942
09/30/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,PayPal contacted credit bureau without my consent. I want to register a complaint,None,"Paypal Holdings, Inc",NC,282XX,None,Consent provided,Web,09/30/15,Closed with non-monetary relief,Yes,No,1586307
03/22/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I have a credit card w/ Bank of America . They want to know XXXX what my source of income is, since I refused they threatened to close to \tototod to to to close my account. I think this is a bully tactic. I hope you can resolve this situation. Thank you..",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,None,Older American,Consent provided,Web,03/22/16,Closed with explanation,Yes,No,1844837
1/9/17,Bank account or service,Checking account,"Account opening, closing, or management",None,My checking account was closed with no reason. Charles Schwab refused to provide an explanation as to why my account was closed.,None,"CHARLES SCHWAB CORPORATION, THE",NY,10163,None,Consent provided,Web,1/9/17,Closed with explanation,Yes,No,2281486
02/28/17,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"Dear Officer, I am writing to report that Bank of America cheated me over the phone. On XX/XX/2016, I and XXXX in her XXXX office made a phone call to Bank of America, regarding my home-line-equity account with Bank of America. I was told by Bank of America that my Home Equity Line account would be kept open and Bank of America would refund me the payoff fee if they receive any. However Bank of America failed to keep its promise and closed my Home Equity Line account. I am demanding Bank of America : 1. Restore my Home Equity Line account. 2. Refund me the payoff fee. Thank you! XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,300XX,Older American,Consent provided,Web,3/2/17,Closed with explanation,Yes,No,2365027
5/8/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I have XXXX checking accounts with Wells Fargo. Apparently they have been charging a fee every month to XXXX account because I failed to meet XXXX of the XXXX requirements -- that my account is linked to XXXX other WF products or services. I would have met the requirement except that my credit card was nominally linked to a second checkings account for which I already did n't have to pay fees. I finally noticed this and called Wells to report the issue that had been going on for a year. They admitted that it was a mistake on their part and agreed to refund 70 % of the fees. However, they would only do this for the previous three months ' fees because "" the tool for refunding only lets them go back 120 days. '' This does not seem like an acceptable reason for failing to compensate customers for their mistake : if they err and take {$120.00} from me then I should be entitled to all of it back without their own internal tools as barriers! If others have been experiencing the same problem of WF only refunding mistakes through 120 days prior, then I imagine this could be a case of serious aggregate consumer harm.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NY,100XX,None,Consent provided,Web,5/8/16,Closed with monetary relief,Yes,No,1915082
4/11/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"A manual payment of was made ( on the due date XXXX/XXXX/XXXX ) to my Wells Fargo personal secured credit card because I had cancelled automatic payments. An automatic payment was still initiated on the same date - after my manual payment. Wells Fargo 's automatic payment non-cancellation mistake caused imbalances to my checking account resulting in additional charges to my other bank accounts and by creditors. When Wells Fargo was contacted about the mistake, they had no record of my automatic payment cancellation. When I cancelled, the phone representative did n't provide any sort of confirmation number ( which should be procedural ). Though if considered, my manual payment would confirm my understanding of the cancellation. Following many unsuccessful contacts by phone, call transfers and repetitive explanations to resolve the issues, I was forced to visit my local branch office in person on XXXX/XXXX/XXXX. Following another lengthy situation review with the branch representative, she made several calls explaining my difficulties then, put me on the phone again. The manager on the phone gave me a verbal promise that the correction would be made by Monday XXXX/XXXX/XXXX. Unexpectedly on XXXX/XXXX/XXXX, Wells Fargo closed all of my bank accounts ( including my personal accounts ), because XXXX of my business bank accounts had XXXX returned checks from customers. The secure credit card balance was below the secured deposit amount and should have been reconciled on the date the account was closed, rather than waiting to XXXX XXXX and the accruing of additional minimum payment charges growing from {$25.00} in XXXX to {$210.00} in XXXX XXXX. Upon Wells Fargo 's closure of all of our accounts, they held full control of our funds. From XXXX/XXXX/XXXX forward Wells Fargo has benefited, there has been little inclination for Wells Fargo to consider their customer 's experience nor their internal errors which caused a harmful chain of events. Wells Fargo has not corrected their procedures to provide a confirmation of automatic payment cancellation- for what may be disturbing reasons. These actions clearly point to systemic policies for generating more fees and profits. This ruthless and machine-like approach has nothing to do with true customer service nor with cultivating mutually beneficial, long term relations.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,None,Older American,Consent provided,Web,4/12/16,Closed with explanation,Yes,Yes,1872865
3/6/17,Bank account or service,Checking account,"Account opening, closing, or management",None,"My brother and I are Co Administrator 's for our Dad 's XXXX XXXX XXXX XXXX XXXX XXXX and have been having difficulty getting Wells Fargo to assist us with that process. After our Attorney 's obtained Letters of Administration from the XXXX County XXXX XXXX XXXX Court issued on XXXX XXXX XXXX we went to a Branch of Wells Fargo on XXXX XXXX in XXXX XXXX on XXXX XXXX XXXX for the purpose of opening an Estate Account and transferring all funds owned by our Father to the Estate Account. Our Father had XXXX accounts with Wells Fargo at the time of his passing. They would not open an Estate Account for us citing increased risk to the Bank because there were Co Administrators rather than just an Administer. I did n't and still do n't believe it 's a Bank 's place to determine what type of Estate Administration is appropriate. Their role is to comply with a legal document issued by the courts in the jurisdiction where they do business. I made a trip to my XXXX residences on XXXX XXXX XXXX and did not return to XXXX until XXXX XXXX XXXX. When I left I thought we might have to open an Estate Account at another Bank and have Wells Fargo EFT the funds to that account. However around the time of my return to XXXX our Attorney determined that another Wells Fargo Branch on XXXX XXXX in XXXX XXXX XXXX XXXX would open an Estate Account for us. On XXXX XXXX XXXX my brother and I went to that branch and they opened an Estate Account. The Manager even apologized for the other branches mistake in not opening the account for us. However they have only been willing to transfer XXXX checking account which had no signature cards on file to the Estate Account. There is another Checking Account and a Savings Account which have signature cards. The banks position was that those funds should be transferred by the parties on the signature cards. The Attorney handling the estate for us finally obtained copies of those signature cards in XXXX XXXX and advised that they show our XXXX owned 100 % of those accounts and the parties ( my brother and I ) on the signature cards were only Powers of Attorney before our Dad 's death. The third account is a business account where my Dad owned 90 % of the Business and my Brother 10 %. Wells Fargo said that since my Brother was an owner/officer of the business he should just write a check to make the transfer. I suppose that could be done, but a clearer line of transfer would be for Wells Fargo to make all transfers. The Banks delays are costing Attorney 's fees which reduce any ultimate inheritance. Your assistance in resolving this issue would be greatly appreciated. Thank You, XXXX XXXX XXXX XXXX XXXXXXXXXXXX PS : We all have heard how Wells Fargo is alleged to have tried to increase accounts and deposits by opening accounts no one apparently requested. Could there be some attempts being made to keep depositors from closing accounts to keep from losing accounts and deposits. As unscrupulous as that would be for depositors stilling living who could resist those efforts its appalling if they would do that for deceased depositors who gave them and/or banks Wells Fargo acquired years or even decades of business.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NC,27627,None,Consent provided,Web,3/6/17,Closed with non-monetary relief,No,No,2374458
12/21/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"PNC Bank wants to charge me {$25.00} for closing my online bank account because I do n't like their services. Can they do that? Not letting withdraw below a certain balance, or charge me a fee. Not let me close my account or charge me a fee. This just seems wrong. I have not enrolled in any type of bonus/promotion offer from them where it seems like these large fees should be there.",None,PNC Bank N.A.,DC,200XX,None,Consent provided,Web,12/21/15,Closed with explanation,Yes,No,1710030
06/14/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Pnc bank is trying to take my funds stating I have an outstanding balance from XX/XX/XXXX. I opened this account in XX/XX/XXXX. I have a previous account with pncb an that was closed because pnc bank had fraudulent practices which forced the consumer to pay extra overdraft fees. A class action suit was filed and pnc bank settled. These fees were reversed and everyone who submitted a claim was rewarded. I have not received one notification from pnc bank that referred to any outstanding balance. This outstanding balance is due to fees from that old account. Since XX/XX/XXXX, pnc bank never sent one notice nor have a received any notice from any collection agency on their behalf. I was in the XXXX XX/XX/XXXX and applied to receive unemployment compensation which I setup to go into this account. On XXXX XXXX, XXXX, XXXX deposited the funds into my new pnc account. On the same day, pnc closed my account because "" I had a XXXX balance for one month ''. I called pnc bank to resolve this issue on Monday, XXXX XXXX, XXXX. I was told the account was closed and why. Pnc reopened the account but stated a had an outstanding balance from XXXX. I explained to them that that old account was apart of a class action suit and I did n't not owe these fees. Also, as previously noted, pnc bank never notified me previous to XXXX XXXX, XXXX that there was an outstanding balance in question. There has been no detailed accounting of what I owe these fees for but pnc bank is trying to apply my XXXX funds toward rhus XXXX balance. I opened this account in XXXX XXXX and have had many deposit into this account. If there was a balance in arrears, why was n't it applied between XXXX XXXX and now. They could have gotten this number from anywhere. They are either trying to collect on these accounts they lost in a settlement or they are outright trying to defraud the consumers.",None,PNC Bank N.A.,PA,194XX,None,Consent provided,Web,06/15/16,Closed with explanation,Yes,No,1965197
01/28/17,Bank account or service,Checking account,"Account opening, closing, or management",None,"Open account with PNC Bank, since beginning have trouble with them, let it go as an error but it did escalate until week of XXXX XXXX, when have to request them to close the account, payments that went okay, were returned with no apparent readon when account was positive. Still dealing with fallout, any help, appreciated it. Sincerely, XXXX XXXX. Thanks.",None,PNC Bank N.A.,IL,606XX,None,Consent provided,Web,01/28/17,Closed with explanation,Yes,Yes,2316237
03/23/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,I opened an overdraft line of credit in 2010 for an annual fee of {$50.00}. The fee is billed each XXXX. This year I decided the ( LOC ) annual cost was n't worth the annual fee. On XXXX XXXX I paid off the balance on the LOC. On XXXX XXXX I went to the bank branch and told them I no longer wanted the LOC. I was told that I had to submit my request in writing. I later called customer service and explained that I no longer wanted the LOC. I then received a LOC statement charging me the {$50.00} annual fee and some residual interest ( {$4.00} ) from when I paid off the LOC. I called the bank 's customer service and was told that I had to pay off the LOC before they could close it.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",MA,None,None,Consent provided,Web,03/23/16,Closed,Yes,No,1844603
08/19/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"My account was closed by Citibank without due process due to an issue created by another bank 's process ( please refer to CFPB dispute # XXXX for other open dispute with that bank ). I was not given any reason for doing so by the representative on the phone, nor was I given a contact phone number to resolve this issue. I was unable to reach a supervisor to discuss this further.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,14620,None,Consent provided,Web,08/19/16,Closed with explanation,Yes,Yes,2072971
11/10/15,Bank account or service,Savings account,"Account opening, closing, or management",None,"Wells Fargo says my statements are available online for seven ( 7 ) years but, when I closed out a money market savings account my access to the statements ended and they want to charge me {$5.00} per statement. I did n't download any statements for my closed MM savings accounts planning on being able to see them online. I feel misled and potentially gouged.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,CT,None,None,Consent provided,Web,11/10/15,Closed with explanation,Yes,No,1648096
5/8/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I signed up for a Citigold checking account with a promotion which stated if I opened an account, made 2 bill pays in 2 months I would received XXXX Thank You points. I did the requirements and confirmed with Citi that the bonus had been applied and I would be getting the points within 90 days. I waited 120 days, and after getting no bonus I messaged to ask when the points would be given. Again, I was promised the points would be posted to my account, but after an investigation was opened I received a letter that no bonus had been applied to my account. I feel that I was told by Citi and confirmed the bonus would apply only to have them deny it when time came due to pay.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OR,974XX,None,Consent provided,Web,5/8/16,Closed with non-monetary relief,Yes,No,1914629
05/20/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I have had a XXXX checking account and savings with Wells Fargo for at least XXXX years. Recently I realized my account had been charged {$8.00} per month for the last XXXX months. I immediately called to find out why and was told that my debit card expired and fees were based on not having a debit card. I was not aware it expired nor was I notofied of the change in type of account I have as a result. Usually a new debit is sent when the old XXXX expires. I was told a new card would be ordered and only XXXX of the XXXX {$8.00} fees could be removed. This month a {$10.00} charge appeared. They have no record of a new debit card being ordered and say that even so I would have to use it XXXX times a month for it to count toward the free checking. They also said my account had been switched to a {$1500.00} minimum, which I DID NOT authorize! I had called the XXXX number to find out if the other XXXX charges could be reimbursed. They said no, but we did not discuss changing the parameters of the account. I feel violated that my account was changed twice without my knowledge and fees are continuing to accrue. I am closing the account as soon as possible, but wonder how many others are paying fees without knowing it.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,AZ,852XX,None,Consent provided,Web,05/20/15,Closed with explanation,Yes,Yes,1384993
01/22/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I VIEWED A PROMO OFFER XXXX.THE PROMOTION STATED AFFILIATED OR PAID BY DISCOVER BANK TO PLACE THESE PROMOTIONS SO THEY CAN NOT BE DENIED BY DISCOVER BANK.THEY HAD A NUMBER OF PROMOTIONS AND THEY WERE NOT ALL THE SAME ON THE EXPIRATION DATES BUT I FOLLOWED THE FIRST EXPIRATION PROMO DATE.IT STATED THAT YOU COULD GET AS EXHIBITS SHOW, OF {$100.00} DOLLARS IF YOU OPENED A SAVINGS ACCOUNT AND DEPOSITED {$10000.00}. THE OTHER STATED THAT IF YOU DID XXXX DIRECT DEPOSITS OVER {$250.00} IN SIXTY DAYS OF OPENING CHECKING ACCOUNT YOU WOULD GET A BONUS XXXX.THE EXPIRATION ON THIS PAGE WAS XXXX XXXX, XXXX BUT OTHER IDENTICAL PROMOS HAD XXXX/XXXX/XXXX? AND SAME OTHER TERMS. ABSENT FROM ALL THESE PROMOS WAS ANY WORDS YOU COULD NOT ALREADY HAVE A CHECKING ACCOUNT, WHICH I DID, AND YOU COULD GET THE HIGHER BONUS IF YOU HAD A CREDIT CARD WITH THEM AND I DID.I LIKE TO CLARIFY AND MAKE SURE I AM ELIGIBLE FOR ANY AND ALL PROMOS AND COPY EVERY PAGE AND ALWAYS CONTACT THE BANK SO I AM FOLLOWING DICOVER BANKS EMPLOYEE APPROVAL OR DENIAL THAT I AM ELIGIBLE.WHEN I CONTACTED DISCOVER BANK I SPOKE TO AN EXTREMELY NICE EMPLOYEE THAT KNEW THE EXACT PROMOTIONS I WISHED TO CLARIFY.SHE WAS AWARE THAT I ALREADY HAD A DISCOVER CHECKING ACCOUNT AS SHE COULD SEE IT ON HER COMPUTER MONITOR.I ASKED HER IF I WAS QUALIFIED FOR THE XXXX BONUSES .SHE STATED YES AND SHE WOULD CLOSE MY CHECKING ACCOUNT AND I COULD OPEN A NEW ONE.IT IS SHOWN CLOSED BY HER ON AN EXHIBIT..I THEN PROCEEDED TO OPEN A NEW CHECKING ACCOUNT AND SAVINGS ACCOUNT AND I FULLFILLED ALL REQUIREMENTS.AND HAD MY CODE AND BOTH ACCOUNTS OPENED.I WAITED AND WAITED AS IT HAD NO DATE FOR POSTING BONUSES. I CALLED ON OR ABOUT XXXX/XXXX/XXXX AFTER 3 MONTHS, AND A DISCOVER BANK EMPLOYEE STATED IT WAS TO LATE AS SHE TRIED TO CONTACT MARKETING, BUT SHE COULD SEE MY ACCOUNT THAT I FULFILLED ALL, IN HER WORDS ALL THE REQUIREMENTS AND SO THIS WAS XXXX EMPLOYEES THAT CONFIRMED ALL WAS DONE PROPERLY, AND SHE SAID THE BONUSES SHOULD HAVE BEEN POSTED ALREADY AFTER SHE DILIGENTLY CHECKED THAT I FULFILLED THEM ALL.SHE THEN STATED SHE WOULD REMIT AN EMAIL AND I ASKED IF I WOULD GET AN EMAIL AS TO WHAT THE PROBLEM WAS.SHE STATED YES.I NEVER GOT ANY RESPONSE SO CALLED AGAIN ON XXXX/XXXX/XXXX XXXX SPOKE TO A VERY BELLIGERENT AND IMPOSSIBLE EMPLOYEE TO DEAL WITH.SHE STATED FIRST THEY GOT NO NOTICE I USED THE LINK, SO I AM NOT ELIGIBLE FOR ANY BONUSES PERIOD.THEN SHE STATED I WAS NOT ELIGIBLE AFTER I TOLD HER I USED THE LINK. I COULD SEND WITH DISCOVER BANKS PROMOTION AND A SCREENSHOT OF THE LINK I USED.THIS WAS BECOMING A GREAT BIG EXCUSE MAKING EXPERIENCE THAT WAS GOING NOWHERES FAST. NOW, I GIVE CREDIT WHERE CREDIT IS DUE.I HAVE HAD A DICOVER CARD FOR 20 PLUS YEARS .I ALSO HAVE A CD OVER XXXX XXXX XXXX IN DISCOVER BANK FOR TEN YEARS ALONG WITH OTHERS OVER THE YEARS.FACT IS ALL THAT TIME THEY HAVE BEEN EXTRAORDINARY AND THE BEST CUSTOMER SERVICE OF ANY BANK I HAVE EVER ENCOUNTERED, UNTIL NOW XXXX.I WAS QUITE SHOCKED AT THE VERBAL, WHAT I CONSIDERED ABUSE, AND EXCUSE MAKING AND KICKING THE CAN DOWN THE ROAD TO DISCOURAGE ME.BUT THIS TACTIC IS NOT NEW TO ME AT ALL, AS TO MANY BANKS HAVE DEVOLVED INTO THINKING RULES AND LAWS APPLY TO OTHERS AND CUSTOMERS BE DAMNED. I TOLD HER DISCOVER BANK IS RESPOSIBLE FOR EMPLOYEES WORDS AND ACTIONS AND SHE SAID NO THE PERSON MADE AN ERROR, IN FACT XXXX DID NOT MAKE ANY ERROR AS THEY STATED.SHE THEN TRIED TO MAKE ME FILE A COMLAINT WITH DISCOVER WHICH I TOLD HER WAS LIKE PLACING THE FOX IN CHARGE OF THE CHICKENS. I DID FILE THE THING SO SHE COULD NOT SAY I REFUSED.I ALSO TOLD HER DISCOVER BANK IS ALSO RESPONSIBLE TO TRAIN PROPERLY SO CUSTOMERS CAN GET CLEAR AND CORRECT INFORMATION FOR CUSTOMERS.THEY HAD MY MONEY AND THEN THEY DECIDE HOW CAN THEY CONVINCE YOU DID NOT QUALIFY AND NEVER ALERT YOU EITHER.THEN ARGUE AND MAKE EXCUSES INTO XXXX. SCAMS NEED TO STOP AS THE PUBLIC IS FED UP.",None,DISCOVER BANK,CT,None,Older American,Consent provided,Web,01/28/16,Closed with monetary relief,Yes,No,1754552
8/1/15,Bank account or service,Savings account,"Account opening, closing, or management",None,"I opened a savings account on XXXX XXXX with Synchrony Bank. My first statement, covering the period through XXXX XXXX, reported an average daily balance and an earned interest that were substantially lower than my calculation. I called the bank three times to inquire about this. Each time, representatives quoted the same method for calculating the average daily balance as I had been using ( "" add each day 's balance and divide by the number of days in the statement period '' ), but were unable to address or account for the numerical discrepancy. On each of the three phone calls, the representative assured me that a person able to address my concern would call me back in the next 3-5 business days. No one ever called me back. There were no discrepancies in the calculation of the average daily balance or earned interest for the following statement period.",None,SYNCHRONY FINANCIAL,MA,024XX,None,Consent provided,Web,8/3/15,Closed with explanation,Yes,Yes,1497890
03/31/15,Bank account or service,Savings account,"Account opening, closing, or management",None,"I am from the XXXX, and had a savings account in the US with HSBC. I closed the account last XXXX, but only received the cheque for the balance in XXXX this year. It was impossible to contact the bank. It was impossible to get through their automated phone system, as I do not have the items of ID requested ( as I am not a US citizen ). I emailed them, wrote letters and phoned on numerous occasions before finally getting my money 7 months later. No apology, no explanation, and seemingly no reason for the ridiculously long wait for my money. It has been the most frustrating experience, and with no way of contacting anyone of import at the bank itself, I want the world to know how horrendous and incompetent they have been with sorting out this situation. If I could find the name of the chief exec of HSBC America, I would have just written to them, but this seems impossible too, so, I have resorted to this! I would not recommend using this bank to anyone! The levels of frustration - and indeed anger - is incredible, especially as it all seems avoidable. I would love to have an apology from the bank, if not some form or compensation - as I missed 7 months worth of interest on the money they still had ( over {$3000.00} ).",None,HSBC NORTH AMERICA HOLDINGS INC.,None,None,None,Consent provided,Web,4/2/15,Closed with explanation,Yes,Yes,1308163
7/9/15,Bank account or service,Savings account,"Account opening, closing, or management",None,"I received invitation from Bank to open Savings Account through XXXX mail. I applied Online for savings Account, I met with an error and it advised me to call them. When I called them, they denied the Account opening saying I do not have sufficient history from third party regarding my SSN. I asked them if they can send an email about denial or if I can send more documents, proof to satify requirements. They simply said No for everything and denied Account opening. They simply said we cant help. I have excellent credit rating and I am clueless about what happened.",None,CAPITAL ONE FINANCIAL CORPORATION,DE,197XX,None,Consent provided,Web,7/9/15,Closed with explanation,Yes,No,1459194
9/8/15,Bank account or service,Checking account,"Account opening, closing, or management",None,I keep trying to submit for a bank acct specifically with chase and a few others and this website keeps popping up as the reference to why i keep getting a denial. I had my identity stolen i have submitted information to all credit reporting agencies as well as companies the police reports and the result in filing a discharged bankruptcy.,None,JPMORGAN CHASE & CO.,OH,453XX,None,Consent provided,Web,9/8/15,Closed with explanation,Yes,Yes,1555082
07/25/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I have recently been informed that there is negative information reported by CITIBANK, CALIFORNIA in the file XXXX maintains under my Social Security number. Upon ordering a copy of the report, I see an entry from this bank listing an "" ACCOUNT ABUSE - CHARGE-OFF amount of {$1100.00} '' on XXXX/XXXX/2015 ''. I am unaware of ever having an "" ACCOUNT ABUSE - CHARGE-OFF amount of {$1100.00} '' from this bank. I have several accounts including credit card accounts with CITIBANK that are in good standing and I 've banked with them over XXXX years.",Company chooses not to provide a public response,"CITIBANK, N.A.",IL,606XX,None,Consent provided,Web,07/25/15,Closed with explanation,Yes,Yes,1487015
11/12/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"My name is XXXX XXXX and I am in desperate need of help. XX/XX/XXXX I refinanced my home and the title company who completed the transaction never recorded the Discharge of Mortgage which paid off by the refinance. I also refinanced a few more times since then and no other back made mention of this. I am now in the process of selling my house and one week before closing this came up. I can not sell it without the discharge. The title company which handled this XX/XX/XXXX went out of business. The holder of the undischarged mortgage was XXXX XXXX XXXX which went out of business and was acquired by XXXX. XXXX also went out of business and was acquired by Chase. Basically, I 'm XXXX. Anyone who may have had documentation of this payoff no longer exists. I 'm now trying to work with Chase to get a discharge letter but am hitting roadblocks right and left. The sale of my home is critical. The proceeds from the sale were going to go to my daughter to pay for her wedding. That is now in serious jeopardy. I do n't know what I 'll do if I ca n't sell the house. My daughter is stressed out and crying for fear that her wedding may be in ruins. I 'm not in a position to rack up credit card debt. I need the cash from the sale. Furthermore, the family which is in the process of buying my house is now displaced due to this problem as they have already sold their home. The husband and wife and XXXX little girls are living separately with relatives until this gets resolved. Please help! I 've been victimized by the predatory lending practices and disregard for people 's personal well-being of XX/XX/XXXX. The sloppy work done by the lawyers back then is hurting me and my family today. Can you please intervene with Chase Bank and urge them to produce a discharge letter? I have a case number with Chase of XXXX. The phone number for the Chase Lien Release Department is XXXX. I appreciate anything you can do to help. Sincerely, XXXX XXXX XXXX",None,JPMORGAN CHASE & CO.,MA,019XX,None,Consent provided,Web,11/12/15,Closed with explanation,Yes,No,1652644
10/19/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I have been long time client of HSBC Premier Banking in the US. Apparantly, starting in XXXX of 2016 HSBC started charging me {$50.00} a month for a checking account. I received no notice from HSBC about this change, either USPS or email. They only contacted me once they put the account into an overdrawn status.",None,HSBC NORTH AMERICA HOLDINGS INC.,NC,275XX,None,Consent provided,Web,10/19/16,Closed with monetary relief,Yes,No,2168796
01/19/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I received a promo mailer for {$200.00} to open up a new checking account ( which is attached ). I went into the branch with the mailer and opened the account. Before leaving I verified that I had met all the requirements to receive the bonus, which the account rep verified. It 's been over a year and I have not received the bonus. I went in to the branch twice to ask why it has n't posted and they could n't tell me why, but said they would "" look into it ''. I also called the customer service number and submitted an online secure message through Region 's website and received the same response.",Company chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,TX,760XX,None,Consent provided,Web,01/19/16,Closed with explanation,Yes,No,1747871
